Sexo;Edad;Nacionalidad;Fecha de alta;Fecha de baja;Situación laboral;Nivel académico;Distrito;Barrio;Número
Mujer;26-35;VENEZOLANA;20/12/2018;-;-;03-A BUP/Bachillerato;CIUDAD LINEAL;VENTAS;1
Mujer;38-47;ESPAÑOLA;28/01/2011;-;Trabajando;106-N Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Varón;81-90;ESPAÑOLA;07/11/2017;22/03/2023;Jubilado/a;-;CIUDAD LINEAL;PUEBLO NUEVO;1
Varón;33-42;FRANCESA;17/02/2015;-;Estudiando;104-N Ciclo Formativo Grado Superior;FUENCARRAL-EL PARDO;EL PILAR;1
Mujer;27-36;ESPAÑOLA;29/06/2016;-;Estudiando;106-N Licenciado Universitario;MONCLOA-ARAVACA;VALDEMARIN;1
Mujer;79-88;ESPAÑOLA;11/03/2010;31/03/2023;Jubilado/a;200-N NS/NC;OTROS;OTROS;1
Mujer;74-83;ESPAÑOLA;03/07/2013;-;Jubilado/a;08-A Licenciado Universitario;RETIRO;NIÑO JESUS;1
Mujer;48-57;ESPAÑOLA;13/08/2012;-;-;07-A Diplomado Universitario;OTROS;OTROS;1
Varón;36-45;ESPAÑOLA;01/03/2022;-;Trabajando;02-A EGB/Graduado Escolar;USERA;SAN FERMIN;1
Varón;89-98;ESPAÑOLA;16/04/2010;29/04/2022;Jubilado/a;200-N NS/NC;MONCLOA-ARAVACA;CASA DE CAMPO;1
Varón;87-96;ESPAÑOLA;06/04/2017;-;-;200-N NS/NC;HORTALEZA;PINAR DEL REY;1
Mujer;38-47;ESPAÑOLA;07/10/2009;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Varón;70-79;ESPAÑOLA;21/10/2021;-;-;03-A BUP/Bachillerato;CIUDAD LINEAL;PUEBLO NUEVO;1
Varón;40-49;MARROQUÍ;19/04/2007;-;Desempleado/a;01-A Sin Estudios;PUENTE DE VALLECAS;PALOMERAS BAJAS;1
Mujer;61-70;ESPAÑOLA;04/09/2006;-;Desempleado/a;200-N NS/NC;CIUDAD LINEAL;COLINA;1
Varón;38-47;ESPAÑOLA;16/02/2023;-;Jubilado/a;03-A BUP/Bachillerato;LATINA;LAS AGUILAS;1
Mujer;67-76;ESPAÑOLA;14/06/2022;-;Jubilado/a;-;HORTALEZA;APOSTOL SANTIAGO;1
Mujer;35-44;PERUANA;24/10/2022;-;Trabajando;-;CENTRO;JUSTICIA;1
Mujer;29-38;ESPAÑOLA;29/10/2014;-;Estudiando;104-N Ciclo Formativo Grado Superior;OTROS;OTROS;1
Mujer;61-70;ESPAÑOLA;06/09/2013;-;Trabajando;106-N Licenciado Universitario;CIUDAD LINEAL;VENTAS;1
Mujer;67-76;ESPAÑOLA;22/06/2009;-;Jubilado/a;02-A EGB/Graduado Escolar;SALAMANCA;FUENTE DEL BERRO;1
Mujer;27-36;ESPAÑOLA;18/06/2018;30/06/2021;Desempleado/a;08-A Licenciado Universitario;MORATALAZ;MARROQUINA;1
Mujer;49-58;ESPAÑOLA;30/11/2015;-;Desempleado/a;106-N Licenciado Universitario;OTROS;CASTILLEJOS;1
Mujer;25-34;ESPAÑOLA;14/03/2022;-;Trabajando;07-A Diplomado Universitario;CHAMARTIN;HISPANOAMERICA;1
Varón;81-90;ESPAÑOLA;08/02/2010;-;Jubilado/a;200-N NS/NC;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;55-64;ESPAÑOLA;03/09/2019;-;Desempleado/a;200-N NS/NC;PUENTE DE VALLECAS;ENTREVIAS;1
Mujer;38-47;POLACA;02/03/2011;-;Estudiando;200-N NS/NC;HORTALEZA;PALOMAS;1
Mujer;39-48;ESPAÑOLA;09/03/2015;-;Desempleado/a;02-A EGB/Graduado Escolar;PUENTE DE VALLECAS;PORTAZGO;1
Varón;56-65;ESPAÑOLA;01/02/2012;-;Trabajando;03-A BUP/Bachillerato;USERA;MOSCARDO;1
Mujer;58-67;ESPAÑOLA;20/01/2023;-;Otra situación;02-A EGB/Graduado Escolar;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;49-58;ESPAÑOLA;30/03/2021;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;LEGAZPI;1
Mujer;29-38;ESPAÑOLA;13/10/2015;-;Estudiando;05-A COU;ARGANZUELA;PALOS DE LA FRONTERA;1
Varón;46-55;ESPAÑOLA;19/12/2006;-;Trabajando;102-N Bachillerato;USERA;MOSCARDO;1
Varón;35-44;DOMINICANA;03/03/2014;-;Estudiando;08-A Licenciado Universitario;MONCLOA-ARAVACA;VALDEZARZA;1
Mujer;28-37;ESPAÑOLA;23/09/2016;-;Estudiando;106-N Licenciado Universitario;CARABANCHEL;OPAÑEL;1
Varón;61-70;ESPAÑOLA;05/10/2009;-;-;200-N NS/NC;CARABANCHEL;VISTA ALEGRE;1
Mujer;65-74;ESPAÑOLA;10/06/2013;-;Trabajando;08-A Licenciado Universitario;TETUAN;BERRUGUETE;1
Mujer;40-49;ESPAÑOLA;25/08/2015;-;Trabajando;105-N Diplomado Universitario;MONCLOA-ARAVACA;ARAVACA;1
Mujer;66-75;ESPAÑOLA;16/10/2014;30/09/2022;Desempleado/a;106-N Licenciado Universitario;VICALVARO;VALDEBERNARDO;1
Mujer;17-26;ESPAÑOLA;24/05/2023;-;Estudiando;102-N Bachillerato;CHAMARTIN;HISPANOAMERICA;1
Mujer;49-58;ESPAÑOLA;05/10/2009;-;Desempleado/a;08-A Licenciado Universitario;CHAMBERI;TRAFALGAR;1
Mujer;24-33;ESTADO UNIDENSE;07/12/2022;-;Trabajando;106-N Licenciado Universitario;CHAMARTIN;PROSPERIDAD;1
Mujer;87-96;ESPAÑOLA;10/04/2017;-;-;200-N NS/NC;HORTALEZA;APOSTOL SANTIAGO;2
Mujer;30-39;ESPAÑOLA;03/09/2014;-;Estudiando;102-N Bachillerato;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;72-81;INGLESA;02/07/2020;-;Jubilado/a;06-A Módulo Profesional;TETUAN;BELLAS VISTAS;1
Mujer;28-37;BRASILEÑA;27/06/2019;-;Estudiando;-;USERA;ALMENDRALES;1
Varón;35-44;ESPAÑOLA;25/02/2021;-;Trabajando;08-A Licenciado Universitario;FUENCARRAL-EL PARDO;PEÑA GRANDE;1
Mujer;44-53;ESPAÑOLA;13/06/2007;11/10/2017;Trabajando;08-A Licenciado Universitario;CHAMBERI;GAZTAMBIDE;1
Mujer;30-39;VIETNAM;30/01/2019;-;Estudiando;106-N Licenciado Universitario;CHAMBERI;ALMAGRO;1
Varón;34-43;ARGENTINA;30/08/2022;-;Trabajando;106-N Licenciado Universitario;CHAMBERI;RIOS ROSAS;1
Mujer;45-54;ESPAÑOLA;16/09/2022;-;-;08-A Licenciado Universitario;CHAMARTIN;CIUDAD JARDIN;1
Varón;54-63;ESPAÑOLA;16/07/2007;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;GUINDALERA;1
Mujer;65-74;ESPAÑOLA;18/01/2016;-;Trabajando;03-A BUP/Bachillerato;ARGANZUELA;DELICIAS;1
Mujer;31-40;BOLIVIANA;22/06/2012;-;Estudiando;105-N Diplomado Universitario;LATINA;LUCERO;1
Mujer;27-36;ESPAÑOLA;25/05/2021;-;Trabajando;105-N Diplomado Universitario;SALAMANCA;GUINDALERA;1
Varón;75-84;ESPAÑOLA;09/03/2012;-;-;200-N NS/NC;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Mujer;88-97;ESPAÑOLA;17/06/2008;-;-;07-A Diplomado Universitario;SAN BLAS - CANILLEJAS;ROSAS;1
Mujer;23-32;ESPAÑOLA;04/11/2019;-;-;03-A BUP/Bachillerato;OTROS;OTROS;1
Varón;29-38;ESPAÑOLA;30/10/2013;-;Estudiando;08-A Licenciado Universitario;ARGANZUELA;DELICIAS;1
Mujer;30-39;ESPAÑOLA;17/05/2022;-;Trabajando;-;ARGANZUELA;DELICIAS;1
Mujer;68-77;ESPAÑOLA;30/05/2008;30/05/2019;Desempleado/a;200-N NS/NC;CHAMARTIN;CASTILLA;1
Mujer;30-39;ESPAÑOLA;22/10/2012;-;Estudiando;106-N Licenciado Universitario;OTROS;OTROS;1
Varón;45-54;BOLIVIANA;14/03/2019;-;Desempleado/a;02-A EGB/Graduado Escolar;PUENTE DE VALLECAS;SAN DIEGO;1
Mujer;28-37;MARROQUÍ;28/06/2012;-;Estudiando;03-A BUP/Bachillerato;TETUAN;ALMENARA;1
Mujer;36-45;VENEZOLANA;06/11/2019;-;Trabajando;07-A Diplomado Universitario;RETIRO;NIÑO JESUS;1
Mujer;50-59;ESPAÑOLA;08/09/2022;-;-;03-A BUP/Bachillerato;TETUAN;VALDEACEDERAS;1
Varón;71-80;ESPAÑOLA;05/03/2019;-;-;-;VILLAVERDE;BUTARQUE;1
Mujer;69-78;ESPAÑOLA;23/02/2012;-;Desempleado/a;03-A BUP/Bachillerato;CHAMBERI;GAZTAMBIDE;1
Varón;32-41;ESPAÑOLA;02/03/2017;31/01/2022;Trabajando;102-N Bachillerato;PUENTE DE VALLECAS;PALOMERAS SURESTE;1
Varón;36-45;COLOMBIANA;04/07/2017;-;Estudiando;08-A Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Varón;26-35;ESPAÑOLA;22/01/2018;-;Estudiando;08-A Licenciado Universitario;OTROS;OTROS;1
Varón;33-42;ESPAÑOLA;05/10/2015;-;Desempleado/a;200-N NS/NC;TETUAN;CASTILLEJOS;1
Mujer;44-53;ESPAÑOLA;26/04/2012;-;Trabajando;02-A EGB/Graduado Escolar;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;27-36;ESPAÑOLA;05/06/2019;-;Estudiando;08-A Licenciado Universitario;HORTALEZA;PIOVERA;1
Mujer;79-88;ESPAÑOLA;11/02/2014;-;Jubilado/a;200-N NS/NC;CHAMARTIN;PROSPERIDAD;1
Mujer;36-45;ESPAÑOLA;07/10/2021;-;Trabajando;07-A Diplomado Universitario;SALAMANCA;FUENTE DEL BERRO;1
Mujer;35-44;ESPAÑOLA;26/04/2021;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;VALLEHERMOSO;1
Mujer;23-32;ALEMANA;02/11/2021;-;Estudiando;05-A COU;SALAMANCA;FUENTE DEL BERRO;1
Mujer;25-34;ESPAÑOLA;20/01/2014;30/11/2021;Desempleado/a;101-N ESO Educación Secundaria;PUENTE DE VALLECAS;NUMANCIA;1
Varón;>90;ESPAÑOLA;03/10/2008;-;Jubilado/a;08-A Licenciado Universitario;SALAMANCA;GOYA;1
Mujer;60-69;ESPAÑOLA;31/05/2011;30/09/2021;Jubilado/a;200-N NS/NC;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;69-78;ESPAÑOLA;06/10/2015;-;Jubilado/a;08-A Licenciado Universitario;HORTALEZA;APOSTOL SANTIAGO;1
Mujer;25-34;ESPAÑOLA;31/03/2017;-;Estudiando;200-N NS/NC;SAN BLAS - CANILLEJAS;HELLIN;1
Mujer;53-62;ESPAÑOLA;14/12/2010;-;-;200-N NS/NC;CIUDAD LINEAL;CONCEPCION;1
Mujer;78-87;NO IDENTIFICADO;01/10/2014;-;-;200-N NS/NC;MORATALAZ;MEDIA LEGUA;1
Varón;69-78;ESPAÑOLA;22/10/2008;-;-;02-A EGB/Graduado Escolar;SAN BLAS - CANILLEJAS;EL SALVADOR;1
Mujer;22-31;BOLIVIANA;08/04/2022;-;Estudiando;05-A COU;SALAMANCA;GOYA;1
Varón;38-47;ESPAÑOLA;09/03/2009;-;Trabajando;200-N NS/NC;USERA;MOSCARDO;1
Mujer;40-49;PERUANA;26/07/2017;-;Estudiando;106-N Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Mujer;>90;HOLANDESA;04/03/2011;-;Jubilado/a;08-A Licenciado Universitario;PUENTE DE VALLECAS;PALOMERAS BAJAS;1
Mujer;38-47;ESPAÑOLA;12/02/2008;-;Estudiando;106-N Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Mujer;43-52;ESPAÑOLA;02/03/2015;-;Trabajando;106-N Licenciado Universitario;FUENCARRAL-EL PARDO;VALVERDE;1
Varón;74-83;ESPAÑOLA;16/01/2012;29/06/2018;Jubilado/a;02-A EGB/Graduado Escolar;CHAMBERI;ARAPILES;1
Mujer;80-89;ESPAÑOLA;05/10/2018;30/04/2019;Jubilado/a;02-A EGB/Graduado Escolar;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Varón;44-53;ESPAÑOLA;14/04/2004;-;Trabajando;200-N NS/NC;HORTALEZA;CANILLAS;1
Mujer;31-40;ESPAÑOLA;23/06/2021;-;Trabajando;-;OTROS;OTROS;1
Varón;44-53;RUSA;16/07/2019;-;Trabajando;-;TETUAN;CASTILLEJOS;1
Mujer;64-73;ESPAÑOLA;22/07/2020;-;Trabajando;08-A Licenciado Universitario;FUENCARRAL-EL PARDO;VALVERDE;1
Mujer;31-40;ECUATORIANA;30/09/2011;-;Estudiando;200-N NS/NC;CIUDAD LINEAL;QUINTANA;1
Varón;40-49;ESPAÑOLA;21/02/2012;-;Jubilado/a;101-N ESO Educación Secundaria;HORTALEZA;PINAR DEL REY;1
Varón;70-79;ESPAÑOLA;14/03/2013;22/03/2023;Desempleado/a;08-A Licenciado Universitario;HORTALEZA;VALDEFUENTES;1
Mujer;63-72;ESPAÑOLA;21/07/2021;-;Trabajando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;42-51;ESPAÑOLA;03/03/2020;-;Trabajando;105-N Diplomado Universitario;HORTALEZA;CANILLAS;1
Mujer;27-36;ESPAÑOLA;14/04/2021;-;Estudiando;08-A Licenciado Universitario;CHAMBERI;GAZTAMBIDE;1
Mujer;53-62;ESPAÑOLA;01/10/2008;30/10/2020;Trabajando;08-A Licenciado Universitario;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;36-45;ESPAÑOLA;07/09/2022;-;Trabajando;08-A Licenciado Universitario;RETIRO;ADELFAS;1
Varón;78-87;ESPAÑOLA;15/10/2008;-;Jubilado/a;02-A EGB/Graduado Escolar;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;42-51;ESPAÑOLA;04/06/2008;31/08/2021;Desempleado/a;03-A BUP/Bachillerato;OTROS;OTROS;1
Varón;33-42;ESPAÑOLA;17/12/2008;30/09/2019;-;04-A FP;PUENTE DE VALLECAS;ENTREVIAS;1
Varón;64-73;ESPAÑOLA;30/11/2020;-;Trabajando;107-N Doctorado Universitario;LATINA;PUERTA DEL ANGEL;1
Mujer;32-41;CHILENA;05/06/2009;-;-;01-A Sin Estudios;CARABANCHEL;PUERTA BONITA;1
Varón;61-70;ESPAÑOLA;04/09/2008;-;Desempleado/a;200-N NS/NC;CHAMARTIN;HISPANOAMERICA;1
Mujer;79-88;ESPAÑOLA;06/04/2018;-;Jubilado/a;03-A BUP/Bachillerato;CHAMARTIN;EL VISO;1
Mujer;32-41;ESPAÑOLA;15/11/2013;-;-;08-A Licenciado Universitario;HORTALEZA;VALDEFUENTES;1
Mujer;24-33;ESPAÑOLA;29/03/2022;-;Estudiando;-;HORTALEZA;PINAR DEL REY;1
Varón;28-37;VENEZOLANA;22/04/2021;-;Desempleado/a;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;26-35;ESPAÑOLA;26/10/2022;-;Estudiando;-;TETUAN;CASTILLEJOS;1
Varón;70-79;ESPAÑOLA;26/03/2019;-;Jubilado/a;06-A Módulo Profesional;CENTRO;CORTES;1
Varón;34-43;ECUATORIANA;05/09/2017;-;Jubilado/a;04-A FP;VILLAVERDE;LOS ROSALES;1
Varón;78-87;ESPAÑOLA;23/05/2019;-;-;-;VILLAVERDE;LOS ROSALES;1
Mujer;23-32;ESPAÑOLA;20/01/2021;-;Trabajando;04-A FP;OTROS;OTROS;1
Varón;87-96;ESPAÑOLA;29/05/2013;31/01/2020;-;200-N NS/NC;VILLAVERDE;LOS ANGELES;1
Varón;84-93;ESPAÑOLA;24/11/2016;-;-;200-N NS/NC;ARGANZUELA;CHOPERA;1
Mujer;56-65;ESPAÑOLA;03/03/2011;-;-;07-A Diplomado Universitario;OTROS;PROSPERIDAD;1
Mujer;80-89;ESPAÑOLA;27/02/2017;-;-;200-N NS/NC;CENTRO;UNIVERSIDAD;1
Mujer;43-52;ESPAÑOLA;01/08/2017;-;Trabajando;106-N Licenciado Universitario;PUENTE DE VALLECAS;PALOMERAS BAJAS;1
Mujer;74-83;ESPAÑOLA;20/02/2017;-;Jubilado/a;04-A FP;CHAMARTIN;CIUDAD JARDIN;1
Mujer;34-43;ESPAÑOLA;18/03/2014;30/11/2021;Trabajando;06-A Módulo Profesional;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;39-48;ESPAÑOLA;23/11/2005;-;-;102-N Bachillerato;CENTRO;UNIVERSIDAD;1
Mujer;34-43;ESPAÑOLA;13/12/2010;-;Estudiando;200-N NS/NC;CENTRO;UNIVERSIDAD;1
Mujer;56-65;ESPAÑOLA;23/02/2016;-;Desempleado/a;03-A BUP/Bachillerato;USERA;ZOFIO;1
Mujer;25-34;ESPAÑOLA;05/08/2016;-;-;101-N ESO Educación Secundaria;TETUAN;CASTILLEJOS;1
Mujer;65-74;ESPAÑOLA;28/10/2022;-;Desempleado/a;-;MORATALAZ;MARROQUINA;1
Varón;23-32;ESPAÑOLA;22/06/2022;-;-;-;SAN BLAS - CANILLEJAS;SIMANCAS;1
Mujer;22-31;ESPAÑOLA;22/12/2020;-;Estudiando;05-A COU;SALAMANCA;GUINDALERA;1
Mujer;59-68;ECUATORIANA;09/07/2019;-;Desempleado/a;-;BARAJAS;AEROPUERTO;1
Mujer;32-41;ESPAÑOLA;26/08/2021;-;Trabajando;08-A Licenciado Universitario;CARABANCHEL;OPAÑEL;1
Mujer;36-45;ESLOVENA;01/07/2020;-;-;-;TETUAN;BERRUGUETE;1
Mujer;40-49;UCRANIANA;07/08/2012;-;Trabajando;08-A Licenciado Universitario;CARABANCHEL;VISTA ALEGRE;1
Mujer;71-80;ESPAÑOLA;08/11/2013;-;Jubilado/a;200-N NS/NC;CHAMBERI;TRAFALGAR;1
Mujer;68-77;ESPAÑOLA;08/10/2009;-;Desempleado/a;200-N NS/NC;FUENCARRAL-EL PARDO;LA PAZ;1
Mujer;45-54;ESPAÑOLA;28/02/2004;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;IMPERIAL;1
Varón;78-87;ESPAÑOLA;29/04/2016;-;-;200-N NS/NC;VILLAVERDE;BUTARQUE;1
Varón;48-57;ESPAÑOLA;29/08/2017;-;Trabajando;02-A EGB/Graduado Escolar;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;18-27;PERUANA;05/08/2015;-;Estudiando;100-N Educación Primaria;HORTALEZA;PINAR DEL REY;1
Mujer;86-95;ESPAÑOLA;08/11/2011;22/03/2023;-;200-N NS/NC;HORTALEZA;PINAR DEL REY;1
Varón;45-54;ESPAÑOLA;19/04/2011;-;Trabajando;106-N Licenciado Universitario;CARABANCHEL;BUENAVISTA;1
Mujer;30-39;ESPAÑOLA;06/08/2020;-;Trabajando;04-A FP;OTROS;OTROS;1
Mujer;39-48;ESPAÑOLA;29/03/2016;-;Trabajando;04-A FP;USERA;MOSCARDO;1
Varón;40-49;ESPAÑOLA;19/01/2021;-;Trabajando;04-A FP;LATINA;PUERTA DEL ANGEL;1
Mujer;77-86;ITALIANA;02/10/2009;-;Desempleado/a;200-N NS/NC;HORTALEZA;PIOVERA;1
Varón;54-63;ESPAÑOLA;13/09/2010;28/02/2020;-;02-A EGB/Graduado Escolar;CARABANCHEL;BUENAVISTA;1
Mujer;38-47;RUMANA;16/09/2022;-;Trabajando;08-A Licenciado Universitario;CENTRO;CORTES;1
Varón;84-93;ESPAÑOLA;27/09/2010;22/03/2023;-;200-N NS/NC;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;31-40;ESPAÑOLA;27/12/2018;-;-;08-A Licenciado Universitario;CHAMARTIN;NUEVA ESPAÑA;1
Varón;58-67;ESPAÑOLA;08/09/2008;-;Desempleado/a;200-N NS/NC;USERA;PRADOLONGO;1
Varón;34-43;ESPAÑOLA;06/07/2010;-;Estudiando;08-A Licenciado Universitario;CENTRO;JUSTICIA;1
Mujer;32-41;ESPAÑOLA;08/04/2009;-;Estudiando;102-N Bachillerato;BARAJAS;ALAMEDA DE OSUNA;1
Mujer;62-71;INGLESA;22/10/2008;-;Trabajando;08-A Licenciado Universitario;BARAJAS;AEROPUERTO;1
Mujer;52-61;ESPAÑOLA;01/10/2009;-;Trabajando;200-N NS/NC;HORTALEZA;VALDEFUENTES;1
Mujer;>90;ESPAÑOLA;26/03/2008;05/07/2017;Otra situación;200-N NS/NC;HORTALEZA;CANILLAS;1
Varón;71-80;ESPAÑOLA;26/03/2007;31/01/2023;Jubilado/a;07-A Diplomado Universitario;RETIRO;ADELFAS;1
Varón;82-91;ESPAÑOLA;24/01/2022;-;Jubilado/a;07-A Diplomado Universitario;SALAMANCA;FUENTE DEL BERRO;1
Mujer;32-41;ESPAÑOLA;08/07/2019;-;Trabajando;105-N Diplomado Universitario;CENTRO;PALACIO;1
Mujer;40-49;ESPAÑOLA;15/06/2021;-;Trabajando;07-A Diplomado Universitario;SAN BLAS - CANILLEJAS;CANILLEJAS;1
Mujer;30-39;ESPAÑOLA;11/10/2016;-;Estudiando;104-N Ciclo Formativo Grado Superior;CARABANCHEL;OPAÑEL;1
Mujer;26-35;ESPAÑOLA;15/11/2018;30/11/2019;Trabajando;08-A Licenciado Universitario;ARGANZUELA;ACACIAS;1
Mujer;42-51;ESPAÑOLA;09/05/2014;-;Trabajando;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Mujer;27-36;ESPAÑOLA;04/08/2022;-;Trabajando;07-A Diplomado Universitario;OTROS;OTROS;1
Mujer;>90;NO IDENTIFICADO;24/12/2009;31/01/2023;-;200-N NS/NC;MORATALAZ;MEDIA LEGUA;1
Varón;61-70;ESPAÑOLA;18/05/2007;-;Jubilado/a;08-A Licenciado Universitario;SALAMANCA;GUINDALERA;1
Mujer;48-57;ESPAÑOLA;26/06/2009;-;-;08-A Licenciado Universitario;CIUDAD LINEAL;VENTAS;1
Mujer;53-62;ESPAÑOLA;14/07/2020;-;Otra situación;06-A Módulo Profesional;ARGANZUELA;LEGAZPI;1
Varón;44-53;ESPAÑOLA;06/04/2009;-;Desempleado/a;200-N NS/NC;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Varón;73-82;ESPAÑOLA;16/02/2017;-;Jubilado/a;200-N NS/NC;MORATALAZ;MARROQUINA;1
Mujer;64-73;ESPAÑOLA;25/01/2016;-;Trabajando;200-N NS/NC;PUENTE DE VALLECAS;PALOMERAS BAJAS;1
Mujer;26-35;ALEMANA;10/12/2021;-;Estudiando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;49-58;ESPAÑOLA;21/12/2006;-;Trabajando;200-N NS/NC;RETIRO;IBIZA;1
Mujer;74-83;ESPAÑOLA;07/04/2022;-;Trabajando;08-A Licenciado Universitario;MONCLOA-ARAVACA;ARGUELLES;1
Varón;29-38;BRASILEÑA;27/05/2019;-;Desempleado/a;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Varón;50-59;ESPAÑOLA;20/05/2019;-;Trabajando;200-N NS/NC;USERA;PRADOLONGO;1
Varón;77-86;ESPAÑOLA;16/02/2017;-;-;200-N NS/NC;MORATALAZ;MARROQUINA;1
Varón;42-51;COLOMBIANA;23/06/2009;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;DELICIAS;1
Mujer;46-55;INGLESA;16/02/2009;-;Trabajando;08-A Licenciado Universitario;CHAMARTIN;PROSPERIDAD;1
Mujer;62-71;ESPAÑOLA;15/04/2021;-;Jubilado/a;05-A COU;RETIRO;IBIZA;1
Mujer;31-40;ESPAÑOLA;26/09/2008;-;Estudiando;101-N ESO Educación Secundaria;HORTALEZA;VALDEFUENTES;1
Mujer;57-66;ESPAÑOLA;22/03/2018;-;Otra situación;08-A Licenciado Universitario;SALAMANCA;GOYA;1
Varón;59-68;ESPAÑOLA;25/03/2008;-;Desempleado/a;02-A EGB/Graduado Escolar;CENTRO;PALACIO;1
Varón;49-58;ESPAÑOLA;01/03/2011;-;-;02-A EGB/Graduado Escolar;PUENTE DE VALLECAS;PORTAZGO;1
Varón;34-43;ESPAÑOLA;18/01/2013;-;Estudiando;106-N Licenciado Universitario;OTROS;OTROS;1
Varón;70-79;ESPAÑOLA;19/02/2003;-;-;200-N NS/NC;CIUDAD LINEAL;SAN PASCUAL;1
Varón;62-71;ESPAÑOLA;19/12/2018;-;Trabajando;-;CENTRO;EMBAJADORES;1
Mujer;33-42;ESPAÑOLA;20/07/2016;-;-;106-N Licenciado Universitario;CHAMBERI;TRAFALGAR;1
Mujer;46-55;ESPAÑOLA;19/07/2019;-;Trabajando;200-N NS/NC;OTROS;OTROS;1
Varón;51-60;ESPAÑOLA;24/06/2004;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;LEGAZPI;1
Mujer;33-42;ESPAÑOLA;05/09/2012;30/12/2020;Trabajando;106-N Licenciado Universitario;MONCLOA-ARAVACA;ARGUELLES;1
Varón;35-44;ESPAÑOLA;14/03/2007;-;Trabajando;102-N Bachillerato;CARABANCHEL;PUERTA BONITA;1
Mujer;64-73;ESPAÑOLA;05/11/2019;-;Jubilado/a;05-A COU;BARAJAS;ALAMEDA DE OSUNA;1
Varón;75-84;ESPAÑOLA;20/06/2016;-;-;200-N NS/NC;MONCLOA-ARAVACA;CASA DE CAMPO;2
Varón;68-77;ESPAÑOLA;06/07/2018;-;-;-;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;59-68;PERUANA;28/06/2018;-;Trabajando;07-A Diplomado Universitario;CARABANCHEL;COMILLAS;1
Mujer;61-70;ESPAÑOLA;27/12/2004;-;Trabajando;200-N NS/NC;HORTALEZA;PINAR DEL REY;1
Mujer;41-50;ESPAÑOLA;20/01/2023;-;Trabajando;03-A BUP/Bachillerato;LATINA;CUATRO VIENTOS;1
Mujer;67-76;ESPAÑOLA;16/04/2009;-;Trabajando;05-A COU;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Varón;55-64;FILIPINA;03/10/2019;-;Trabajando;200-N NS/NC;CARABANCHEL;ABRANTES;1
Mujer;28-37;ESPAÑOLA;30/12/2014;-;-;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;44-53;ESPAÑOLA;09/09/2020;-;Trabajando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;30-39;CANADIENSE;29/05/2023;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;RIOS ROSAS;1
Mujer;53-62;ESPAÑOLA;12/04/2011;28/02/2020;Trabajando;08-A Licenciado Universitario;CARABANCHEL;BUENAVISTA;1
Varón;80-89;ESPAÑOLA;16/02/2017;-;Jubilado/a;200-N NS/NC;MORATALAZ;MARROQUINA;1
Mujer;45-54;ESPAÑOLA;25/03/2019;-;Desempleado/a;08-A Licenciado Universitario;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;23-32;ESPAÑOLA;02/12/2020;-;Estudiando;08-A Licenciado Universitario;USERA;MOSCARDO;1
Mujer;>90;ESPAÑOLA;12/05/2011;-;-;200-N NS/NC;PUENTE DE VALLECAS;PORTAZGO;1
Mujer;26-35;POLACA;17/09/2015;-;Estudiando;08-A Licenciado Universitario;VILLAVERDE;LOS ROSALES;1
Varón;38-47;MARROQUÍ;28/08/2017;-;Desempleado/a;04-A FP;VILLAVERDE;LOS ANGELES;1
Varón;70-79;ESPAÑOLA;14/10/2021;-;-;-;TETUAN;CUATRO CAMINOS;1
